Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
Trey Lyles,PF,27,SAC,27,0,14.4,2.1,5.0,0.43,1.1,3.1,0.341,1.1,1.9,0.58,0.537,0.7,1.0,0.704,1.0,2.3,3.2,0.8,0.3,0.3,0.9,1.1,6.1,Below mean
Trey Murphy III,SF,22,NOP,31,21,28.8,4.3,9.0,0.477,2.4,5.7,0.418,1.9,3.3,0.578,0.609,2.0,2.2,0.91,1.0,3.2,4.3,1.5,1.1,0.5,0.8,2.1,12.9,Below mean
Troy Brown Jr.,SF,23,LAL,32,17,22.2,2.5,5.6,0.439,1.0,2.9,0.355,1.4,2.7,0.529,0.531,0.6,0.6,1.0,0.8,3.0,3.8,0.7,0.7,0.1,0.8,1.4,6.6,Below mean
Ty Jerome,SG,25,GSW,20,1,17.3,2.7,5.2,0.51,0.9,2.2,0.395,1.8,3.1,0.59,0.591,1.0,1.0,0.95,0.2,1.6,1.8,2.4,0.3,0.1,0.6,1.4,7.1,Below mean
TyTy Washington Jr.,PG,21,HOU,8,0,10.0,1.8,4.1,0.424,0.4,1.8,0.214,1.4,2.4,0.579,0.47,0.1,0.3,0.5,0.1,1.5,1.6,1.6,0.5,0.0,0.1,0.8,4.0,Below mean
Tyler Dorsey,SG,26,DAL,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1.0,1.0,1.0,0.9,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,3.0,
Tyler Herro,SG,23,MIA,27,27,35.3,7.5,16.7,0.448,3.3,8.4,0.394,4.2,8.3,0.502,0.547,2.7,3.0,0.913,0.5,5.3,5.8,4.6,1.0,0.4,2.6,1.7,21.0,Below mean
Tyrese Haliburton,PG,22,IND,33,33,33.4,7.4,15.3,0.48,3.0,7.6,0.4,4.3,7.8,0.559,0.579,2.8,3.2,0.875,0.7,3.1,3.8,10.2,1.7,0.4,2.7,1.1,20.5,Below mean
Tyrese Martin,SG,23,ATL,11,0,3.8,0.5,1.5,0.375,0.1,0.5,0.2,0.5,1.0,0.455,0.406,0.2,0.2,1.0,0.2,0.4,0.5,0.0,0.1,0.0,0.1,0.2,1.4,Below mean
Tyrese Maxey,SG,22,PHI,15,15,36.4,8.4,18.2,0.462,2.9,6.8,0.422,5.5,11.4,0.485,0.54,3.2,4.3,0.738,0.4,3.1,3.5,4.4,1.0,0.3,2.0,2.3,22.9,Below mean
Tyus Jones,PG,26,MEM,33,5,23.5,3.9,8.8,0.441,1.5,3.9,0.375,2.4,4.9,0.494,0.524,1.0,1.3,0.75,0.4,1.8,2.2,4.5,0.8,0.1,1.0,0.4,10.2,Above mean
Udoka Azubuike,C,23,UTA,15,0,4.2,0.8,0.9,0.857,0.0,0.0,,0.8,0.9,0.857,0.857,0.1,0.4,0.333,0.7,1.1,1.8,0.3,0.1,0.2,0.2,0.3,1.7,Below mean
Udonis Haslem,PF,42,MIA,5,1,7.2,0.2,2.0,0.1,0.0,0.2,0.0,0.2,1.8,0.111,0.1,0.2,0.4,0.5,0.6,0.6,1.2,0.0,0.2,0.2,0.0,1.4,0.6,Below mean
Usman Garuba,PF,20,HOU,32,1,14.5,1.2,2.4,0.487,0.3,0.5,0.5,0.9,1.9,0.484,0.538,0.5,0.9,0.536,2.0,2.9,4.9,1.1,0.8,0.6,0.7,1.6,3.1,Below mean
Vernon Carey Jr.,C,21,WAS,4,0,1.8,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.3,0.5,0.0,Below mean
Victor Oladipo,SG,30,MIA,10,1,25.4,2.8,7.7,0.364,1.0,4.1,0.244,1.8,3.6,0.5,0.429,1.4,1.8,0.778,0.4,2.1,2.5,2.7,1.7,0.2,1.2,2.3,8.0,Below mean
Vince Williams Jr.,SG,22,MEM,6,0,6.7,0.5,1.8,0.273,0.2,1.3,0.125,0.3,0.5,0.667,0.318,0.0,0.0,,0.2,0.7,0.8,0.3,0.7,0.2,0.0,0.8,1.2,
Vit Krejci,PG,22,ATL,16,0,6.6,0.6,1.6,0.385,0.3,1.1,0.294,0.3,0.6,0.556,0.481,0.1,0.1,0.5,0.1,0.6,0.7,0.6,0.1,0.1,0.2,0.6,1.6,Below mean
Vlatko Cancar,PF,25,DEN,23,0,12.0,1.7,3.3,0.5,0.9,1.9,0.488,0.7,1.4,0.515,0.638,0.3,0.3,0.857,0.3,1.4,1.7,1.0,0.3,0.2,0.7,1.3,4.5,Below mean
Walker Kessler,C,21,UTA,34,6,18.4,2.9,3.9,0.737,0.0,0.0,,2.9,3.9,0.737,0.737,1.0,1.9,0.547,2.4,3.9,6.3,0.6,0.2,1.9,0.6,2.3,6.8,Below mean
Wendell Carter Jr.,C,23,ORL,18,15,30.8,5.7,10.9,0.52,1.2,3.4,0.339,4.5,7.4,0.604,0.574,3.5,4.5,0.778,2.2,6.2,8.4,3.1,0.5,0.4,2.4,2.9,16.0,Above mean
Wendell Moore Jr.,SG,21,MIN,16,2,6.0,0.8,1.8,0.464,0.1,0.8,0.167,0.7,1.0,0.688,0.5,0.3,0.3,0.8,0.1,0.7,0.8,0.5,0.3,0.2,0.4,0.7,2.0,Below mean
Wenyen Gabriel,PF,25,LAL,26,2,14.4,2.2,3.6,0.602,0.2,0.6,0.375,1.9,3.0,0.649,0.634,1.0,1.3,0.758,1.5,2.5,4.0,0.5,0.4,0.5,0.7,2.0,5.5,Below mean
Wesley Matthews,SG,36,MIL,25,0,15.1,1.0,2.9,0.329,0.8,2.4,0.322,0.2,0.6,0.357,0.459,0.4,0.4,0.9,0.8,0.9,1.7,0.6,0.5,0.2,0.4,1.6,3.0,Below mean
Will Barton,SG,32,WAS,31,0,22.3,3.0,8.0,0.371,1.4,3.8,0.37,1.5,4.2,0.372,0.46,0.9,1.1,0.8,0.2,2.8,3.0,2.7,0.5,0.3,1.2,1.2,8.3,Above mean
Willy Hernangómez,C,28,NOP,16,0,10.3,1.8,3.6,0.5,0.1,0.4,0.167,1.8,3.3,0.538,0.509,2.0,2.5,0.8,1.5,2.4,3.9,0.9,0.3,0.4,1.3,1.4,5.7,Below mean
Xavier Tillman Sr.,PF,24,MEM,18,0,9.8,1.7,2.7,0.646,0.2,0.4,0.429,1.6,2.3,0.683,0.677,0.3,0.9,0.375,1.1,1.2,2.3,0.4,0.3,0.4,0.4,0.9,3.9,Below mean
Yuta Watanabe,SF,28,BRK,22,0,19.5,2.9,5.2,0.557,1.5,3.0,0.523,1.4,2.3,0.6,0.704,0.5,0.7,0.733,0.7,2.2,2.9,1.0,0.4,0.5,0.4,1.6,7.9,Below mean
Zach Collins,PF,25,SAS,23,6,20.9,3.5,6.4,0.541,0.6,1.7,0.35,2.9,4.7,0.611,0.588,1.3,1.9,0.721,2.0,3.7,5.8,2.6,0.4,1.0,2.2,3.7,8.9,Below mean
Zach LaVine,SG,27,CHI,30,30,34.8,8.0,17.8,0.452,2.8,7.5,0.375,5.2,10.3,0.508,0.531,3.3,4.1,0.813,0.6,3.7,4.3,4.2,1.1,0.0,2.3,2.3,22.2,Above mean
Zeke Nnaji,PF,22,DEN,25,2,10.5,1.6,2.8,0.586,0.1,0.6,0.188,1.5,2.2,0.704,0.607,0.6,0.7,0.778,1.0,0.6,1.6,0.2,0.2,0.2,0.5,1.6,4.0,Below mean
Ziaire Williams,SF,21,MEM,9,0,18.2,2.0,5.8,0.346,0.3,2.9,0.115,1.7,2.9,0.577,0.375,0.2,0.2,1.0,0.2,3.2,3.4,1.6,0.6,0.2,1.2,2.0,4.6,Below mean
Zion Williamson,PF,22,NOP,26,26,33.4,9.8,16.2,0.607,0.3,0.7,0.368,9.6,15.5,0.618,0.615,5.9,8.2,0.715,2.0,5.0,7.0,4.7,1.2,0.6,3.2,2.2,25.8,Above mean
