% ESTADÍSTICAS JUGADORES NBA
%
% Autor: Unai Salaberria
%
% Descripción: Este dataset contiene las estadísticas de todos los jugadores de la NBA en la temporada 22-23
% hasta el 26 de diciembre de 2022.
% 
% La variable clase es numérica, por lo que se trata de un problema de regresión.
%
% Número de casos: 499
%
% Número de variables: 29
%
% Clase: Salario del jugador
%
@relation my_nba

@attribute Player {'A.J. Green','A.J. Lawson','AJ Griffin','Aaron Gordon','Aaron Holiday','Aaron Nesmith','Aaron Wiggins','Admiral Schofield','Al Horford','Alec Burks','Aleksej Pokusevski','Alex Caruso','Alex Len','Alize Johnson','Alondes Williams','Alperen Şengün','Amir Coffey','Andre Drummond','Andrew Nembhard','Andrew Wiggins','Anfernee Simons','Anthony Davis','Anthony Edwards','Anthony Gill','Anthony Lamb','Austin Reaves','Austin Rivers','Ayo Dosunmu','Bam Adebayo','Ben Simmons','Bennedict Mathurin','Bismack Biyombo','Blake Griffin','Blake Wesley','Boban Marjanović','Bobby Portis','Bogdan Bogdanović','Bojan Bogdanović','Bol Bol','Bones Hyland','Bradley Beal','Brandon Boston Jr.','Brandon Clarke','Brandon Ingram','Braxton Key','Brook Lopez','Bruce Brown','Bruno Fernando','Bryce McGowens','Bryn Forbes','Buddy Boeheim','Buddy Hield','CJ McCollum','Cade Cunningham','Caleb Houstan','Caleb Martin','Cam Reddish','Cam Thomas','Cameron Johnson','Cameron Payne','Caris LeVert','Cedi Osman','Charles Bassey','Chima Moneke','Chimezie Metu','Chris Boucher','Chris Duarte','Chris Paul','Christian Braun','Christian Koloko','Christian Wood','Chuma Okeke','Clint Capela','Coby White','Cody Martin','Cole Anthony','Cole Swider','Collin Sexton','Corey Kispert','Cory Joseph','DAngelo Russell','Daishen Nix','Dalano Banton','Dalen Terry','Damian Jones','Damian Lillard','Damion Lee','Daniel Gafford','Danuel House Jr.','Dario Šarić','Darius Bazley','Darius Garland','David Duke Jr.','David Roddy','Davion Mitchell','Davon Reed','DayRon Sharpe','DeAaron Fox','DeAndre Hunter','DeAnthony Melton','DeAndre Jordan','DeMar DeRozan','Dean Wade','Deandre Ayton','Dejounte Murray','Delon Wright','Deni Avdija','Dennis Schröder','Dennis Smith Jr.','Dereon Seabron','Derrick Jones Jr.','Derrick Rose','Derrick White','Desmond Bane','Devin Booker','Devin Vassell','Devon Dotson','Devonte Graham','Dewayne Dedmon','Dillon Brooks','Domantas Sabonis','Dominick Barlow','Donovan Mitchell','Donte DiVincenzo','Dorian Finney-Smith','Doug McDermott','Draymond Green','Drew Eubanks','Dru Smith','Duane Washington Jr.','Duncan Robinson','Dwight Powell','Dyson Daniels','Davis Bertans','Edmond Sumner','Eric Gordon','Eugene Omoruyi','Evan Fournier','Evan Mobley','Facundo Campazzo','Frank Kaminsky','Frank Ntilikina','Franz Wagner','Fred VanVleet','Furkan Korkmaz','Gabe Vincent','Garrett Temple','Garrison Mathews','Gary Harris','Gary Trent Jr.','George Hill','Georges Niang','Giannis Antetokounmpo','Goga Bitadze','Goran Dragić','Gordon Hayward','Gorgui Dieng','Grant Williams','Grayson Allen','Greg Brown III','Hamidou Diallo','Harrison Barnes','Haywood Highsmith','Herbert Jones','Immanuel Quickley','Isaac Okoro','Isaiah Hartenstein','Isaiah Jackson','Isaiah Joe','Isaiah Livers','Isaiah Mobley','Isaiah Roby','Isaiah Stewart','Isaiah Todd','Ish Smith','Ish Wainright','Ivica Zubac','JD Davison','JT Thor','Ja Morant','JaMychal Green','JaVale McGee','Jabari Smith Jr.','Jabari Walker','Jack White','Jaden Hardy','Jaden Ivey','Jaden McDaniels','Jaden Springer','JaeSean Tate','Jake LaRavia','Jakob Poeltl','Jalen Brunson','Jalen Duren','Jalen Green','Jalen Johnson','Jalen McDaniels','Jalen Smith','Jalen Suggs','Jalen Williams','Jamal Cain','Jamal Murray','James Bouknight','James Harden','James Johnson','James Wiseman','Jaren Jackson Jr.','Jarred Vanderbilt','Jarrett Allen','Jarrett Culver','Jason Preston','Javonte Green','Jaxson Hayes','Jaylen Brown','Jaylen Nowell','Jaylin Williams','Jayson Tatum','Jeff Dowtin','Jeff Green','Jerami Grant','Jeremiah Robinson-Earl','Jeremy Sochan','Jericho Sims','Jevon Carter','Jimmy Butler','Jock Landale','Joe Harris','Joe Ingles','Joel Embiid','John Butler','John Collins','John Konchar','John Wall','Johnny Davis','Jonas Valanciunas','Jonathan Kuminga','Jordan Clarkson','Jordan Goodwin','Jordan Hall','Jordan McLaughlin','Jordan Nwora','Jordan Poole','Jordan Schakel','Jose Alvarado','Josh Christopher','Josh Giddey','Josh Green','Josh Hart','Josh Minott','Josh Okogie','Josh Richardson','Joshua Primo','Jrue Holiday','Juan Toscano-Anderson','Juancho Hernangómez','Julian Champagnie','Julius Randle','Justin Champagnie','Justin Holiday','Justin Jackson','Justise Winslow','Jusuf Nurkić','KZ Okpala','Kai Jones','Karl-Anthony Towns','Kawhi Leonard','Keegan Murray','Keita Bates-Diop','Keldon Johnson','Kelly Olynyk','Kelly Oubre Jr.','Kemba Walker','Kendall Brown','Kendrick Nunn','Kennedy Chandler','Kenneth Lofton Jr.','Kenrich Williams','Kentavious Caldwell-Pope','Kenyon Martin Jr.','Keon Ellis','Keon Johnson','Kessler Edwards','Kevin Durant','Kevin Huerter','Kevin Knox','Kevin Love','Kevin Porter Jr.','Kevon Harris','Kevon Looney','Khem Birch','Khris Middleton','Killian Hayes','Kira Lewis Jr.','Klay Thompson','Kristaps Porzingis','Kyle Anderson','Kyle Kuzma','Kyle Lowry','Kyrie Irving','LaMelo Ball','Lamar Stevens','Landry Shamet','Larry Nance Jr.','Lauri Markkanen','LeBron James','Leandro Bolmaro','Lindy Waters III','Lonnie Walker IV','Luguentz Dort','Luka Doncić','Luka Garza','Luke Kennard','Luke Kornet','Malachi Flynn','Malaki Branham','Malcolm Brogdon','Malcolm Hill','Malik Beasley','Malik Monk','Mamadi Diakite','MarJon Beauchamp','Marcus Morris','Marcus Smart','Mark Williams','Markelle Fultz','Markieff Morris','Marko Simonovic','Marvin Bagley III','Mason Plumlee','Matisse Thybulle','Matt Ryan','Matthew Dellavedova','Max Christie','Max Strus','Maxi Kleber','McKinley Wright IV','Mfiondu Kabengele','Micah Potter','Michael Foster Jr.','Michael Porter Jr.','Mikal Bridges','Mike Conley','Mike Muscala','Miles McBride','Mitchell Robinson','Mo Bamba','Monte Morris','Montrezl Harrell','Moritz Wagner','Moses Brown','Moses Moody','Moussa Diabaté','Myles Turner','Naji Marshall','Nassir Little','Nathan Knight','Naz Reid','Neemias Queta','Nerlens Noel','Nic Claxton','Nick Richards','Nickeil Alexander-Walker','Nicolas Batum','Nikola Jokić','Nikola Jović','Nikola Vucević','Noah Vonleh','Norman Powell','OG Anunoby','Obi Toppin','Ochai Agbaji','Onyeka Okongwu','Orlando Robinson','Oshae Brissett','Otto Porter Jr.','Ousmane Dieng','P.J. Tucker','P.J. Washington','Paolo Banchero','Pascal Siakam','Pat Connaughton','Patrick Baldwin Jr.','Patrick Beverley','Patrick Williams','Patty Mills','Paul George','Paul Reed','Payton Pritchard','Peyton Watson','Precious Achiuwa','Quentin Grimes','R.J. Hampton','RJ Barrett','Raul Neto','Reggie Bullock','Reggie Jackson','Richaun Holmes','Robert Covington','Robert Williams','Robin Lopez','Rodney McGruder','Romeo Langford','Ron Harper Jr.','Royce ONeale','Rudy Gay','Rudy Gobert','Rui Hachimura','Russell Westbrook','Ryan Arcidiacono','Ryan Rollins','Saben Lee','Saddiq Bey','Sam Hauser','Sandro Mamukelashvili','Santi Aldama','Scottie Barnes','Scotty Pippen Jr.','Serge Ibaka','Seth Curry','Shaedon Sharpe','Shai Gilgeous-Alexander','Shake Milton','Simone Fontecchio','Spencer Dinwiddie','Stanley Johnson','Stephen Curry','Steven Adams','Svi Mykhailiuk','T.J. McConnell','T.J. Warren','Taj Gibson','Talen Horton-Tucker','Tari Eason','Taurean Prince','Terance Mann','Terence Davis','Terrence Ross','Terry Rozier','Terry Taylor','Thaddeus Young','Thanasis Antetokounmpo','Theo Pinson','Thomas Bryant','Théo Maledon','Tim Hardaway Jr.','Tobias Harris','Tony Bradley','Torrey Craig','Trae Young','Tre Jones','Tre Mann','Trendon Watford','Trent Forrest','Trevelin Queen','Trevor Hudgins','Trevor Keels','Trey Lyles','Trey Murphy III','Troy Brown Jr.','Ty Jerome','TyTy Washington Jr.','Tyler Dorsey','Tyler Herro','Tyrese Haliburton','Tyrese Martin','Tyrese Maxey','Tyus Jones','Udoka Azubuike','Udonis Haslem','Usman Garuba','Vernon Carey Jr.','Victor Oladipo','Vince Williams Jr.','Vit Krejci','Vlatko Cancar','Walker Kessler','Wendell Carter Jr.','Wendell Moore Jr.','Wenyen Gabriel','Wesley Matthews','Will Barton','Willy Hernangómez','Xavier Tillman Sr.','Yuta Watanabe','Zach Collins','Zach LaVine','Zeke Nnaji','Ziaire Williams','Zion Williamson'}
@attribute Pos {SG,SF,PF,PG,C}
@attribute Age numeric
@attribute Tm {MIL,MIN,ATL,DEN,IND,OKC,ORL,BOS,DET,CHI,SAC,SAS,BRK,HOU,LAC,GSW,POR,LAL,WAS,MIA,PHO,MEM,NOP,CHO,NYK,CLE,TOR,DAL,UTA,PHI,TOT}
@attribute G numeric
@attribute GS numeric
@attribute MP numeric
@attribute FG numeric
@attribute FGA numeric
@attribute 'FG\%' numeric
@attribute 3P numeric
@attribute 3PA numeric
@attribute '3P\%' numeric
@attribute 2P numeric
@attribute 2PA numeric
@attribute '2P\%' numeric
@attribute 'eFG\%' numeric
@attribute FT numeric
@attribute FTA numeric
@attribute 'FT\%' numeric
@attribute ORB numeric
@attribute DRB numeric
@attribute TRB numeric
@attribute AST numeric
@attribute STL numeric
@attribute BLK numeric
@attribute TOV numeric
@attribute PF numeric
@attribute PTS numeric
@attribute Salary numeric

@data
'Neemias Queta',C,23,SAC,4,0,6.3,1.5,2,0.75,0,0,?,1.5,2,0.75,0.75,0,0.5,0,1,1.3,2.3,0.3,0,0.3,0.3,1.8,3,?
'Nerlens Noel',C,28,DET,6,0,10.3,0.7,2.2,0.308,0,0,?,0.7,2.2,0.308,0.308,0.5,0.7,0.75,0.5,2.7,3.2,0.5,0.8,0.3,0.5,1.5,1.8,9240000
'Nic Claxton',C,23,BRK,31,31,27.9,5.3,7.1,0.738,0,0,0,5.3,7.1,0.741,0.738,1.3,2.7,0.459,2.5,5.9,8.4,1.4,0.8,2.3,1.2,2.8,11.8,8500000
'Nick Richards',C,25,CHO,33,0,18.8,3.4,5.5,0.615,0,0,?,3.4,5.5,0.615,0.615,2.2,3,0.735,2.9,3.5,6.4,0.6,0.2,0.8,0.8,2.3,9,1782621
'Nickeil Alexander-Walker',SG,24,UTA,25,2,15.7,2.5,5.2,0.488,1.1,2.6,0.424,1.4,2.5,0.556,0.597,0.7,1,0.75,0.3,1.2,1.6,2.2,0.7,0.4,1.3,1.6,6.9,5009633
'Nicolas Batum',PF,34,LAC,36,5,21.5,2.2,4.9,0.449,1.6,3.9,0.424,0.6,1,0.541,0.616,0.4,0.7,0.615,0.9,3.5,4.4,1.3,0.6,0.8,0.7,2,6.5,19700319
'Nicolas Batum',PF,34,LAC,36,5,21.5,2.2,4.9,0.449,1.6,3.9,0.424,0.6,1,0.541,0.616,0.4,0.7,0.615,0.9,3.5,4.4,1.3,0.6,0.8,0.7,2,6.5,19700319
'Nikola Jokić',C,27,DEN,30,30,33.6,9.5,15.4,0.618,0.8,2.4,0.338,8.7,13,0.669,0.644,5.5,6.9,0.796,2.2,8.8,11,9.5,1.5,0.6,3.5,2.8,25.3,33047803
'Nikola Jović',PF,19,MIA,14,8,14.6,2,4.9,0.406,0.6,2.5,0.229,1.4,2.4,0.588,0.464,1.3,1.4,0.947,0.6,1.6,2.2,0.7,0.5,0.1,0.7,1.4,5.9,2239920
'Nikola Vucević',C,32,CHI,33,33,32.6,6.7,13.1,0.508,1.7,4.6,0.368,5,8.5,0.584,0.573,1.7,2,0.848,2,8.2,10.2,2.9,0.6,0.7,1.8,2,16.7,22000000
'Noah Vonleh',C,27,BOS,21,1,7.8,0.5,1.1,0.458,0,0.2,0.25,0.5,1,0.5,0.479,0.1,0.1,1,0.8,1.4,2.2,0.3,0.1,0.4,0.5,1.6,1.2,1836090
'Norman Powell',SG,29,LAC,26,5,24.7,5.4,11.3,0.478,1.6,4.3,0.378,3.8,7,0.538,0.549,3,3.8,0.77,0.3,2.4,2.7,1.7,0.8,0.3,1.9,1.8,15.3,16758621
'OG Anunoby',SF,25,TOR,30,30,37,7,14.6,0.481,1.7,4.9,0.356,5.3,9.7,0.543,0.54,3.1,3.7,0.83,1.4,4.5,5.9,2.1,2.2,0.8,2.5,2.9,18.8,17357143
'Obi Toppin',PF,24,NYK,25,0,17.1,2.9,6.8,0.421,1.4,3.9,0.351,1.5,3,0.514,0.52,0.6,0.7,0.824,0.6,3.2,3.8,1,0.4,0.2,0.8,1.1,7.7,5348280
'Ochai Agbaji',SG,22,UTA,16,0,7.9,1.1,2.6,0.405,0.3,1.3,0.238,0.8,1.3,0.571,0.464,0.3,0.6,0.444,0.4,0.7,1.1,0.2,0.1,0,0,0.8,2.7,3918360
'Onyeka Okongwu',C,22,ATL,33,6,21.8,3.5,5.5,0.626,0,0.1,0,3.5,5.4,0.637,0.626,1.6,2.2,0.75,2.5,4.3,6.8,0.9,0.5,0.9,0.9,3.1,8.5,6395160
'Orlando Robinson',C,22,MIA,7,0,16.9,2.6,4.7,0.545,0,0.7,0,2.6,4,0.643,0.545,0.9,1.1,0.75,1.7,2.4,4.1,1.4,0.9,0.6,0.7,2.3,6,?
'Oshae Brissett',SF,24,IND,30,0,16,1.9,4.3,0.438,0.9,2.5,0.365,1,1.8,0.537,0.543,1.6,2.3,0.671,0.7,2.4,3.2,0.5,0.7,0.2,0.6,1.3,6.2,1846738
'Otto Porter Jr.',SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5,6000000
'Ousmane Dieng',SF,19,OKC,14,0,15.7,1.8,4.2,0.424,0.7,2.4,0.294,1.1,1.8,0.6,0.508,0.1,0.3,0.25,0.4,2.4,2.9,1.4,0.4,0.3,0.5,0.9,4.4,4569840
'P.J. Tucker',PF,37,PHI,33,33,28.1,1.2,3,0.418,0.6,1.7,0.382,0.6,1.3,0.465,0.526,0.3,0.4,0.833,1.3,3,4.3,0.9,0.6,0.3,0.8,2.6,3.4,10490000
'P.J. Washington',PF,24,CHO,34,34,31.8,5.5,13.2,0.416,1.9,5.5,0.337,3.6,7.7,0.473,0.487,2,2.5,0.798,1.1,3.8,4.9,2.3,0.8,1.1,1.5,2.6,14.8,5808435
'Paolo Banchero',PF,20,ORL,28,28,34.1,7,15.6,0.445,1.3,4,0.315,5.7,11.7,0.489,0.485,5.9,7.9,0.748,1.1,5.6,6.8,3.9,0.9,0.6,3,2.3,21.1,11055120
'Pascal Siakam',C,28,TOR,24,24,36.8,9.4,19.3,0.487,1.4,4.2,0.337,8,15,0.529,0.524,6.4,8.3,0.774,1.8,6.8,8.5,6.8,1,0.5,2.5,3.1,26.6,35448672
'Pat Connaughton',SG,30,MIL,17,1,20.1,2.5,7.1,0.355,1.7,5.2,0.326,0.8,1.9,0.438,0.475,0.6,0.9,0.733,0.5,2.8,3.4,0.9,0.5,0.2,0.4,1.3,7.4,5728393
'Patrick Baldwin Jr.',SF,20,GSW,9,0,7.4,1.4,3.3,0.433,1.1,2.7,0.417,0.3,0.7,0.5,0.6,0.1,0.2,0.5,0,1.2,1.2,0.2,0.3,0,0.2,0,4.1,2226000
'Patrick Beverley',PG,34,LAL,27,27,27,2,5.2,0.383,1,3.3,0.311,1,1.9,0.51,0.482,0.9,1.1,0.806,0.6,3,3.6,2.6,0.9,0.5,1,2.9,6,13000000
'Patrick Williams',PF,21,CHI,33,32,28.2,3.6,7.9,0.458,1.4,3.2,0.421,2.2,4.6,0.484,0.544,1,1.1,0.914,1,3.1,4.1,1.3,0.6,1,1.4,2,9.5,7775400
'Patty Mills',PG,34,BRK,23,1,11.8,2,4.2,0.464,1.2,2.9,0.409,0.8,1.3,0.581,0.603,0.5,0.5,0.917,0.2,0.7,1,1.3,0.3,0,0.5,0.5,5.6,6479000
'Paul George',SF,32,LAC,26,26,34.2,8.1,18,0.45,3,7.8,0.381,5.1,10.2,0.502,0.532,4.5,5.2,0.881,0.7,5.5,6.2,5.2,1.5,0.5,3.5,2.6,23.7,42492492
'Paul Reed',C,23,PHI,28,0,10,1.3,2.3,0.556,0,0.1,0,1.3,2.1,0.583,0.556,0.3,0.4,0.667,1.2,2,3.2,0.4,0.8,0.6,0.6,2.1,2.8,1782621
'Payton Pritchard',PG,25,BOS,21,1,10.5,1.6,4,0.4,0.8,2.4,0.34,0.8,1.7,0.486,0.5,0.3,0.5,0.7,0.5,0.8,1.3,1.2,0.3,0,0.7,0.4,4.4,2239200
'Peyton Watson',SG,20,DEN,6,0,2.5,0.5,1.5,0.333,0,0.2,0,0.5,1.3,0.375,0.333,0,0,?,0.3,0.2,0.5,0,0,0,0,0.2,1,2193960
'Precious Achiuwa',C,23,TOR,12,0,20.4,3,7.7,0.391,0.4,2.3,0.179,2.6,5.3,0.484,0.418,2.3,2.8,0.848,2,5,7,1.3,0.2,0.6,1.3,1.6,8.8,2840160
'Quentin Grimes',SG,22,NYK,24,19,27,3.4,7.3,0.471,1.8,4.8,0.377,1.6,2.5,0.65,0.595,1,1.4,0.758,0.9,2.5,3.4,2.1,0.6,0.5,1.1,2.9,9.7,2277000
'R.J. Hampton',PG,21,ORL,23,0,14.5,2,4.7,0.43,0.7,2.1,0.347,1.3,2.5,0.5,0.509,1.2,1.4,0.848,0.4,1.1,1.5,1.4,0.7,0.2,0.8,0.9,6,2412840
'RJ Barrett',SG,22,NYK,35,35,34.1,6.9,16.1,0.427,1.8,5.3,0.332,5.1,10.8,0.474,0.481,4.2,5.5,0.762,0.9,4.6,5.5,3,0.5,0.2,2.4,2.4,19.7,10900635
'Raul Neto',PG,30,CLE,22,0,9,0.9,2,0.455,0.2,0.8,0.278,0.7,1.2,0.577,0.511,0.5,0.5,0.833,0.1,0.7,0.8,1.2,0.4,0,0.4,0.8,2.5,1836090
'Reggie Bullock',SF,31,DAL,34,23,28.1,1.7,5.1,0.343,1.4,4.3,0.317,0.4,0.8,0.481,0.477,0.4,0.6,0.714,0.4,2.9,3.3,1,0.7,0.1,0.5,2.2,5.3,10012800
'Reggie Jackson',PG,32,LAC,33,33,28.7,4.6,10.8,0.426,1.6,4.5,0.358,3,6.3,0.474,0.5,1.5,1.7,0.909,0.4,2.1,2.5,3.8,0.7,0.1,2.2,2.1,12.3,11215260
'Richaun Holmes',PF,29,SAC,18,0,9.4,1.4,2.1,0.658,0.1,0.2,0.667,1.3,1.9,0.657,0.684,0.3,0.4,0.75,0.7,1.4,2.1,0.2,0.1,0.1,0.3,1.4,3.2,11215260
'Robert Covington',PF,32,LAC,20,0,15.6,1.9,4.9,0.381,1,3.1,0.311,0.9,1.8,0.5,0.479,0.7,0.9,0.824,0.5,3.1,3.6,1.2,0.5,0.7,0.8,2,5.4,12307692
'Robert Williams',C,25,BOS,5,0,18.4,3.4,4.4,0.773,0,0,?,3.4,4.4,0.773,0.773,0.8,1.2,0.667,3.4,4.4,7.8,1.2,0.4,1.2,0.8,1.8,7.6,10937502
'Robin Lopez',C,34,CLE,22,1,8.8,1.3,2,0.636,0,0,?,1.3,2,0.636,0.636,0.4,0.5,0.75,0.8,0.7,1.5,0.4,0,0.1,0.7,1.2,3,1836090
'Rodney McGruder',SG,31,DET,11,2,8.4,0.5,2.2,0.208,0.3,1.5,0.176,0.2,0.6,0.286,0.271,0.4,0.4,1,0.5,1.1,1.6,0.8,0.2,0,0.4,0.3,1.5,1836090
'Romeo Langford',SG,23,SAS,19,7,19.1,2.4,4.9,0.484,0.3,1.4,0.222,2.1,3.5,0.591,0.516,0.9,1.3,0.68,1.4,1.3,2.7,0.9,0.6,0.4,0.8,1.8,5.9,5634257
'Ron Harper Jr.',SF,22,TOR,2,0,4,1,2,0.5,1,1.5,0.667,0,0.5,0,0.75,0,0,?,0,0.5,0.5,0,0,0,0,0,3,?
'Royce ONeale',SF,29,BRK,32,32,35.2,3.3,8.2,0.403,2.3,5.5,0.429,1,2.8,0.352,0.546,0.5,0.8,0.64,0.8,4.2,4.9,4.3,0.9,0.7,1.8,3.3,9.5,9200000
'Rudy Gay',SF,36,UTA,22,0,15.9,1.7,5,0.333,0.6,2.6,0.224,1.1,2.4,0.453,0.392,0.4,0.6,0.692,0.6,2.6,3.2,0.7,0.5,0.5,0.6,1.3,4.4,6184500
'Rudy Gobert',C,30,MIN,29,29,31.5,5.3,8,0.664,0,0.1,0,5.3,7.9,0.672,0.664,3.3,4.8,0.679,3.6,8.5,12.1,0.9,0.8,1.2,1.6,3,13.9,38172414
'Rui Hachimura',PF,24,WAS,19,0,23.5,4.9,9.8,0.497,0.8,2.4,0.326,4.1,7.4,0.553,0.537,1.4,1.8,0.765,0.7,4.1,4.7,1.2,0.3,0.4,1.3,1.2,11.9,6263188
'Russell Westbrook',PG,34,LAL,31,3,27.9,5.4,13.2,0.408,1.1,3.8,0.286,4.3,9.4,0.459,0.45,2.8,4.1,0.683,1.1,5.2,6.3,7.7,1,0.5,3.5,2.4,14.6,47063478
'Ryan Arcidiacono',PG,28,NYK,8,0,2.8,0.1,0.6,0.2,0.1,0.4,0.333,0,0.3,0,0.3,0,0,?,0,0.5,0.5,0.3,0.3,0,0.1,0.3,0.4,1836090
'Ryan Rollins',PG,20,GSW,11,0,5.5,0.5,1.7,0.316,0.3,0.8,0.333,0.3,0.9,0.3,0.395,0.5,0.5,1,0.2,0.7,0.9,0.5,0.1,0.1,1.5,0.9,1.9,1017781
'Saben Lee',PG,23,PHI,2,0,5,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0.75,0,0,?,0,0,0,1,0.5,0,1.5,0.5,3,?
'Saddiq Bey',SF,23,DET,32,17,28.2,4.3,10.9,0.397,1.6,5.2,0.309,2.8,5.8,0.476,0.47,3.3,3.9,0.841,1,3.1,4.1,1.5,0.8,0.2,1,1.6,13.6,2959080
'Sam Hauser',PF,25,BOS,35,0,15.6,2.2,4.8,0.455,1.7,4.1,0.414,0.5,0.6,0.727,0.635,0.2,0.3,0.636,0.4,2.1,2.5,0.7,0.3,0.2,0.3,1.3,6.3,1637966
'Sandro Mamukelashvili',C,23,MIL,14,0,8.4,0.9,2.4,0.364,0.4,1.2,0.294,0.5,1.1,0.438,0.439,0.4,0.7,0.5,0.6,1.6,2.2,0.6,0.1,0.1,0.3,0.7,2.4,?
'Santi Aldama',PF,22,MEM,32,16,23.6,3.4,7.2,0.478,1.3,3.5,0.381,2.1,3.7,0.573,0.572,1.5,2,0.723,1.3,4,5.2,1.3,0.8,0.9,0.6,2.4,9.7,2094120
'Scottie Barnes',PF,21,TOR,31,30,33.7,5.9,13.1,0.451,1,3.3,0.301,4.9,9.8,0.502,0.489,1.8,2.4,0.77,1.9,5,6.9,4.7,0.8,0.7,2.3,1.8,14.6,7644600
'Scotty Pippen Jr.',PG,22,LAL,3,0,7.7,0.3,2.3,0.143,0.3,0.7,0.5,0,1.7,0,0.214,1.3,2,0.667,0.7,0.7,1.3,0.3,0.3,0.3,0.7,1,2.3,?
'Serge Ibaka',PF,33,MIL,15,0,11.3,1.6,3.1,0.511,0.4,1,0.4,1.2,2.1,0.563,0.574,0.5,0.9,0.615,0.9,1.9,2.8,0.3,0,0.4,0.5,1.3,4.1,1836090
'Seth Curry',SG,32,BRK,22,0,21.7,3.1,7.1,0.433,1.6,4,0.393,1.5,3.1,0.485,0.545,0.8,0.8,0.944,0.2,1.8,2,2.3,0.6,0.2,1,1.9,8.5,8496653
'Shaedon Sharpe',SG,19,POR,33,5,19.4,3.2,6.8,0.464,0.8,2.5,0.337,2.3,4.3,0.539,0.527,0.5,0.8,0.63,0.8,1.7,2.5,0.5,0.3,0.2,0.6,1.4,7.7,6012960
'Shai Gilgeous-Alexander',SG,24,OKC,31,31,35.8,10.5,20.7,0.505,1,2.9,0.352,9.5,17.8,0.531,0.53,9.5,10.3,0.925,0.8,4.1,4.9,5.8,1.7,1.1,3.4,2.6,31.5,30913750
'Shake Milton',SG,26,PHI,29,8,24.4,4.2,8.2,0.506,0.8,2.2,0.375,3.3,6,0.554,0.556,1.6,1.9,0.836,0.6,2.6,3.2,3.2,0.4,0.2,1.6,1.8,10.8,1997718
'Simone Fontecchio',SF,27,UTA,21,0,9,1.3,3.4,0.375,0.9,2.4,0.353,0.4,1,0.429,0.5,0.4,0.7,0.643,0.5,0.7,1.1,0.4,0.1,0.2,0.5,0.9,3.9,3205128
'Spencer Dinwiddie',PG,29,DAL,34,34,32.6,5.7,12.4,0.46,2.7,6.6,0.415,3,5.8,0.51,0.57,2.3,2.8,0.84,0.4,2.8,3.2,5.2,0.9,0.3,1.6,2.3,16.5,20171427
'Stanley Johnson',SF,26,SAS,7,0,12.7,2.3,3.9,0.593,0.6,1.3,0.444,1.7,2.6,0.667,0.667,0.6,0.7,0.8,0.3,1.9,2.1,1.9,0.7,0.6,0.9,1.1,5.7,2351521
'Stephen Curry',PG,34,GSW,26,26,34.4,10.1,20.2,0.5,5,11.6,0.434,5,8.5,0.59,0.625,4.8,5.2,0.919,0.6,6,6.6,6.8,1,0.3,3.1,2.1,30,48070014
'Steven Adams',C,29,MEM,30,30,26.3,3.4,5.8,0.589,0,0,0,3.4,5.8,0.592,0.589,0.9,2.6,0.333,4.8,5.5,10.3,2.2,0.8,1.2,1.9,2.3,7.7,17926829
'Svi Mykhailiuk',SF,25,NYK,11,0,3.5,0.5,1.1,0.5,0.5,0.9,0.6,0,0.2,0,0.75,0.3,0.5,0.6,0,0.6,0.6,0.1,0.1,0,0.2,0.1,1.9,3714810
'Svi Mykhailiuk',SF,25,NYK,11,0,3.5,0.5,1.1,0.5,0.5,0.9,0.6,0,0.2,0,0.75,0.3,0.5,0.6,0,0.6,0.6,0.1,0.1,0,0.2,0.1,1.9,3714810
'T.J. McConnell',PG,30,IND,32,0,17.4,2.3,5.2,0.437,0.1,0.5,0.235,2.2,4.7,0.46,0.449,0.5,0.6,0.842,0.6,1.8,2.4,4.4,1.1,0.2,1.6,1.2,5.2,8100000
'T.J. Warren',SF,29,BRK,10,0,18.2,4.4,7.9,0.557,0.7,1.8,0.389,3.7,6.1,0.607,0.601,0.8,0.9,0.889,1.1,2.3,3.4,1.8,0.8,0.1,0.5,1.7,10.3,1836090
'Taj Gibson',PF,37,WAS,22,1,9,1.3,2.4,0.528,0.1,0.5,0.25,1.1,1.9,0.61,0.557,0.6,0.9,0.737,0.5,1,1.5,0.5,0.4,0.2,0.5,1.9,3.3,1836090
'Talen Horton-Tucker',SG,22,UTA,32,1,15.6,2.5,6.6,0.382,0.6,2.7,0.233,1.9,3.9,0.484,0.429,1,1.3,0.744,0.5,2,2.5,2.3,0.8,0.3,1.2,1.3,6.7,10260000
'Tari Eason',PF,21,HOU,34,0,18.9,3.1,7.3,0.43,0.8,2.1,0.389,2.3,5.2,0.446,0.486,1.4,1.6,0.839,2,3.1,5.1,0.8,1.1,0.5,0.9,2.2,8.5,3359160
'Taurean Prince',SF,28,MIN,18,0,19.6,2.8,5.7,0.495,1.2,3,0.389,1.7,2.7,0.612,0.597,1.1,1.2,0.864,0.3,2.2,2.5,1.2,0.3,0.2,1.2,2.4,7.9,7295000
